0,1,2,3,4,level,real_label,entid,risk,rate_0,rate_1,rate_2,rate_3
0.0022325772,0.002769436,0.049783267,0.44007128,0.5051434,B,-1.0,559790998,0.4948565602,0.004511564318956764,0.005596441924263289,0.10060140857762846,0.8892905851791515
0.0,0.0,0.0,1.0,0.0,C,3.0,142691942,1.0,0.0,0.0,0.0,1.0
0.00063895504,0.0008711688999999999,0.0012132344,0.9966522,0.0006244901,C,-1.0,758076239,0.99937555834,0.0006393542794475863,0.0008717132340589197,0.0012139924674716156,0.9972749400190218
0.001783487,0.0085865185,0.0053721014,0.9781025,0.006155345600000001,C,-1.0,918218034,0.9938446069,0.0017945330563930437,0.008639699245119483,0.0054053735993564,0.984160394099131
0.019671436,0.0007377651,0.00066570716,0.23096237,0.7479628,S,-1.0,510117950,0.25203727826,0.07804970810590597,0.0029272062652530564,0.002641304352260386,0.9163817812765807
0.0,0.0,0.0,1.0,0.0,C,3.0,359609594,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,408215553,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,829944891,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,337502360,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,699365643,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,755521214,1.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,C,2.0,731050139,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1222373856,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,725698768,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,936352630,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,C,1.0,812917663,1.0,0.0,1.0,0.0,0.0
0.01280936,0.0003629981,0.0009804632,0.9802918,0.005555312,C,-1.0,880847377,0.9944446213,0.012880918379602483,0.0003650259574288473,0.000985940472701514,0.9857681151902672
0.0,0.0,0.0,1.0,0.0,C,3.0,606816694,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1031153973,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,221832261,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,C,1.0,284392751,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,635899624,1.0,0.0,0.0,0.0,1.0
0.013192623999999998,0.0009579197,0.0011460518,0.9534607,0.031242786,C,-1.0,95211015,0.9687572955,0.013618089960490003,0.0009888128888934907,0.0011830123038283741,0.9842100848467882
0.0,0.0,0.0,1.0,0.0,C,3.0,1231967447,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,100195671,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,342760793,1.0,0.0,0.0,0.0,1.0
0.8165263,0.00078902405,0.0008779593,0.18102421,0.00078252144,C,-1.0,954239726,0.99921749335,0.8171657376238428,0.0007896419500770542,0.0008786468470007796,0.18116597357907935
0.0,0.0,0.0,1.0,0.0,C,3.0,1032764109,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,283120087,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1133220134,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,873360537,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,133252686,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,334660907,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,348703566,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,482244002,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,102673201,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,693676134,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,516212728,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,252045506,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1007251516,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,341104627,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,220448783,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,C,0.0,516820430,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,211101804,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,547440553,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,740244329,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,691454697,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1112373491,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,971092189,1.0,0.0,0.0,0.0,1.0
0.00038220725,0.0005199704,0.00040403276,0.998357,0.00033678676,C,-1.0,969723121,0.9996632104100001,0.000382336016790337,0.0005201455796164994,0.0004041688798713426,0.9986933495237218
0.0,0.0,0.0,1.0,0.0,C,3.0,232565764,1.0,0.0,0.0,0.0,1.0
0.00077894307,0.006826351,0.0010821653,0.9645243,0.026788171,C,-1.0,1174402087,0.97321175937,0.000800383947789782,0.007014250428312721,0.0011119525525467655,0.9910734130713507
0.0,0.0,0.0,1.0,0.0,C,3.0,25283915,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,219381665,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,575004686,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,36393553,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,64662931,1.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,C,2.0,1201305728,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,423078773,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,166396479,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,C,1.0,549310412,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,533954281,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,790901023,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,439588592,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,819159156,1.0,0.0,0.0,0.0,1.0
0.0007944748500000001,0.0006207021700000001,0.0009316964,0.12727931,0.87037385,SS,-1.0,1095411854,0.12962618342,0.0061289689246333285,0.004788401182721484,0.007187563310270606,0.9818950665823746
0.0,0.0,0.0,1.0,0.0,C,3.0,774143406,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,C,1.0,643995819,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,312112730,1.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,C,2.0,221711104,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,858710610,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,989495682,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,24295028,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,532580930,1.0,0.0,0.0,0.0,1.0
0.0035122558,0.009718963,0.3354502,0.6472608,0.0040578004,C,-1.0,276103663,0.9959422188,0.003526565832535826,0.009758561105794143,0.33681692940397717,0.6498979436576928
0.0,0.0,0.0,1.0,0.0,C,3.0,100724777,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1113909111,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,185127097,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,916447957,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1027568465,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,748718009,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,982196289,1.0,0.0,0.0,0.0,1.0
0.007847189000000001,0.008344876999999999,0.0044506895000000005,0.97204643,0.0073108309999999985,C,-1.0,86389424,0.9926891855,0.007904980848610244,0.008406334149592687,0.004483467297730525,0.9792052177040667
0.0,0.0,0.0,1.0,0.0,C,3.0,210167448,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,955997658,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,332305361,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1001226199,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1190925362,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,581046359,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1034982777,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,909295164,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,887911034,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,896254795,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1103426680,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1079431533,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,387113835,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,127746,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,65683190,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,411188025,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,632694374,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,920939603,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,594662985,1.0,0.0,0.0,0.0,1.0
0.022934902000000004,0.0023100101,0.002626063,0.7606883000000001,0.21144074,C,-1.0,1004937136,0.7885592751000001,0.0290845631066752,0.0029294057820917255,0.0033302036802077806,0.9646558274310253
0.0,0.0,0.0,1.0,0.0,C,3.0,1223495456,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,982108430,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,786901755,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,890691479,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,252988494,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,944659388,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1212253508,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1190939067,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,190939668,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,662876209,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,487814001,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1151638109,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,896252612,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,189295442,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,922667663,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,219277588,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,722415296,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,47765794,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1074939474,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1085075577,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,661542888,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,615010244,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,601440257,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,98897555,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,359148977,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,773782695,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,777755253,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,934595872,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,966961259,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,315181301,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,701756227,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,364364966,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,604201658,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1100869661,1.0,0.0,0.0,0.0,1.0
0.9158144,0.0004627436,0.0007281522999999999,0.08260326,0.00039145516,C,-1.0,930458766,0.9996085559000001,0.916173030527379,0.00046292480918529914,0.0007284374425391009,0.08263560722089652
0.0,0.0,0.0,1.0,0.0,C,3.0,73384809,1.0,0.0,0.0,0.0,1.0
0.00094259076,0.0006654425999999999,0.002081165,0.9957386,0.0005721651000000001,C,-1.0,1102534779,0.99942779836,0.0009431304207735005,0.0006658235853474865,0.0020823565278202836,0.9963086894660588
0.0,0.0,0.0,1.0,0.0,C,3.0,1180550222,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,C,0.0,148194467,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,176043597,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,75481607,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,138665184,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,224078802,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,82117723,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1041614706,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,651350596,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1037276358,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,813963206,1.0,0.0,0.0,0.0,1.0
7.851854e-05,0.00025011032,0.00107388,0.99850696,9.050159e-05,C,-1.0,1160047562,0.99990946886,7.852564901652471e-05,0.000250132964822457,0.0010739772283828194,0.9985973641577782
0.0,0.0,0.0,1.0,0.0,C,3.0,108551665,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,277248694,1.0,0.0,0.0,0.0,1.0
0.0029966687,0.0035061783,0.0057365946,0.98562384,0.0021367385,C,-1.0,1132818427,0.9978632815999999,0.0030030854479333718,0.003513686057651207,0.005748878334115867,0.9877343501602996
0.0,0.0,0.0,1.0,0.0,C,3.0,1116063280,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,15678213,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1220196703,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,640968401,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,256615940,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1066230471,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,785979544,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,472401174,1.0,0.0,0.0,0.0,1.0
0.00019582907,0.00012241202,0.00016225761000000002,0.9993905,0.00012897893999999998,C,-1.0,985924084,0.9998709987,0.00019585433546388548,0.00012242781334707793,0.0001622785441431566,0.9995194393070459
0.0,0.0,0.0,1.0,0.0,C,3.0,754806435,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,193764953,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,137887832,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,563543209,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,320133386,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,167537706,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,608621770,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,957798659,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,932639370,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,87460021,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1049675770,1.0,0.0,0.0,0.0,1.0
0.0012660258,0.0019511852,0.00297634,0.99288344,0.0009230314,C,-1.0,216862463,0.999076991,0.0012671954327892233,0.001952987825339679,0.0029790897266294865,0.9938007270152416
0.0002760926700000001,0.0002742442,0.0002471091,0.99896264,0.00023987575,C,-1.0,98705427,0.99976008597,0.0002761589244004735,0.00027431001082016523,0.00024716839916673274,0.9992023626656127
0.0,0.0,0.0,1.0,0.0,C,3.0,972256210,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,542928036,1.0,0.0,0.0,0.0,1.0
0.00021766144,0.0004063398200000001,0.030449249,0.9686961,0.00023063766,C,-1.0,118080722,0.99976935026,0.00021771165513665222,0.0004064335637958169,0.030456273731617568,0.9689195810494499
0.0,0.0,0.0,1.0,0.0,C,3.0,470090013,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,848068003,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,777389681,1.0,0.0,0.0,0.0,1.0
0.017046626999999998,0.00030939493,0.00045987565,0.973354,0.008830118,C,-1.0,1083867584,0.99116989758,0.017198491440892572,0.00031215125757491836,0.00046397257536050446,0.9820253847261721
0.0,0.0,0.0,1.0,0.0,C,3.0,728197693,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,213804497,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1090257579,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,134161471,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,109252429,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1010536331,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1183612658,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,871120598,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,869389017,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,758012511,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1151486512,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,901159650,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,55745086,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,763566074,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1133313391,1.0,0.0,0.0,0.0,1.0
0.0015815535,0.0042730686,0.0017183137,0.99097985,0.0014472225,C,-1.0,867987605,0.9985527858,0.0015838456639354558,0.004279261608164851,0.0017208040720885444,0.9924160886558112
0.0,0.0,0.0,1.0,0.0,C,3.0,1145631240,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,272730092,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,996937902,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,115339998,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,897522411,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,493833765,1.0,0.0,0.0,0.0,1.0
0.76474667,0.0010991539,0.0013794902,0.23168747,0.0010871714,C,-1.0,493673299,0.9989127841,0.7655790196829056,0.001100350218252853,0.0013809916360644965,0.231939638462777
0.0,0.0,0.0,1.0,0.0,C,3.0,215297274,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,477609768,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,181520887,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1201326906,1.0,0.0,0.0,0.0,1.0
0.00028156006,0.00026910138,0.00024795157000000005,0.99079996,0.008401407,C,-1.0,214259216,0.99159857301,0.0002839456082972404,0.00027138137077299543,0.00025005236670252805,0.9991946206542273
0.0,0.0,0.0,1.0,0.0,C,3.0,1088282626,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,109197793,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,677486778,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,842321361,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,195013822,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,758105004,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,769345668,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,304078443,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,379616714,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,672691887,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,689807604,1.0,0.0,0.0,0.0,1.0
0.00729914,0.0008504064,0.0012908210000000002,0.9898225,0.00073717855,C,-1.0,70168830,0.9992628673999999,0.007304524403064995,0.0008510337247021775,0.0012917732081435295,0.9905526686640894
0.16154915,0.0007412594999999999,0.0013509957,0.83563185,0.00072673924,C,-1.0,327183771,0.9992732552,0.1616666403902371,0.0007417985982739428,0.0013519782431579282,0.836239582768331
1.0,0.0,0.0,0.0,0.0,C,0.0,225865950,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,C,3.0,560635202,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,85625020,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,332412177,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,950964030,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,351807698,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,122220175,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,C,3.0,1164000197,1.0,0.0,0.0,0.0,1.0
0.00075368583,0.0024354474,0.001336235,0.9948061,0.00066847535,C,-1.0,1138896658,0.99933146823,0.0007541900299956693,0.0024370766631752585,0.0013371289131590325,0.9954716043936701
0.0,0.0,0.0,1.0,0.0,C,3.0,749517298,1.0,0.0,0.0,0.0,1.0
