,entid,ENTTYPE,INDUSTRYPHY,REGCAP,EXENUM,ASSGRO,LIAGRO,MAIBUSINC,PROGRO,NETINC,RATGRO,TOTEQU,address
23,982196289,Information Technology,Transport and storage,125.0,0.0,47.818232914953015,0.0,0.0,0.0,0.0,0.0,0.0,Nanning
24,1034982777,Power Technology,"Water supply; sewage treatment, waste management and remediation activities, construction industry",1000.0,0.0,0.6219157156115018,-0.5898629601964395,0.8864153093673327,1.6592450766299798,0.3688445937479314,2.1037686672924574,-0.2127606338631216,Hefei
25,909295164,Energy raw materials,Administrative and support service activities,200.0,0.0,201.23841892353332,0.4428260240593118,155.2448685978502,1.4552436556124035,-0.5559082824572273,7.635655943467512,202.7139999529734,Shenyang
26,65683190,Account Serive,"Arts, entertainment and cultural activities",6000.0,0.0,35399.329807948845,0.0,0.0,0.0,0.0,0.0,4506.240548107648,Shenyang
27,594662985,Housing Agency,Education,5000.0,0.0,5273.235310778339,416.9706278799189,-0.1637039832093633,1.3128877972044932,-0.8781836721186937,2.560943564038151,4857.867055599709,Haikou
28,1223495456,International trade,Mining and quarrying,2000.0,0.0,1995.7975549374191,0.4555186682356185,1.694711695345618,-3.856373664725685,-5.464145810184301,1.3174830048510644,1995.927978317548,Chongqing
29,786901755,Energy raw materials,Wholesale and retail trade; repair of motor vehicles and motorcycles,100.0,0.0,16.858517715741538,-0.7704807497399946,-0.0749699834638627,-4.132616207212902,-1.0902594293641443,-0.5604445265255918,17.679563373966023,Changsha
30,922667663,Graphic design,Financial and insurance activities,1000.0,0.0,-0.4883178816527624,0.1856861842707899,-0.627545330786235,0.2050478928761882,0.0284064179871707,0.8191385419812852,0.9568224822812362,Xining
31,47765794,Labor dispatch,Accommodation service activities,2000.0,0.0,1985.294967053003,1986.8987385427586,8.011072322365216,-0.26559729266082505,-1.0951770104153922,1.0018120711200902,0.7910995918003635,Chengdu
32,601440257,Real estate development,Manufacturing,1000.0,0.0,986.5449219732884,-0.0880782521106901,0.3282126785596773,-12.41156048855396,-14.112784989191873,0.5827261853665978,987.7176039324668,Wuhan
33,315181301,Ecotechnology,Wholesale and retail trade; repair of motor vehicles and motorcycles,100.0,0.0,99.59244000904994,-0.9403195834623459,2.7881062200572986,1.1493088258391195,1.244686647917576,-0.1206743745017377,-2.000839660596407,Nanning
34,651350596,International logistics,Real estate activity,50.0,0.0,555.677407356202,506.1114519651049,404.36402007258897,0.0892098722644065,-1.4179875832188389,3.3371401606048834,48.83109906223049,Nanjing
35,1160047562,Industrial Investment,Transport and storage,500.0,0.0,0.3083482909831407,-1.6359737801727436,0.4767608702823757,-1.1530823361665137,-1.181652116091893,-0.2599336897134019,-1.4334907415870892,Shijiazhuang
36,15678213,Third-party logistics management,Activities of extraterritorial organizations and institutions,5000.0,0.0,0.5539450839982368,0.1755769814320991,0.9029477531159198,0.4764068449598998,0.713288081166068,-0.35539814408104703,-0.6391718421824939,Lhasa
37,1066230471,Partnership development,"Arts, entertainment and cultural activities",3080.0,0.0,-0.4109112880413607,-0.1879047955244279,-1.5964231829133049,1.8559638000722185,1.8335407315486256,0.1525510296099786,1.872738367192415,Xining
38,785979544,Etiquette service,Education,2000.0,0.0,20000000.47362121,0.2776894983230518,0.22067864280606,-0.8102003867858005,-0.0035804120236747,-0.0894647478672396,19999999.975340366,Hefei
39,472401174,Power Technology,"Arts, entertainment and cultural activities",10000.0,0.0,10000.311211127082,10000.030731750214,-0.0844379673111117,0.8473449173769403,0.5426927006643683,0.0743019401804439,-1.123798183886732,Lhasa
40,87460021,International logistics,Professional and technological activities,1000.0,0.0,9679.99944826052,10000.07324071482,-0.0411559650956523,-319.10966873451014,-318.41059529014933,-1.3393335633246308,-0.2989702608032231,Canton
41,542928036,Marketing,Real estate activity,1000.0,0.0,999.5712797852216,1.1989653702436949,12.195885989390534,0.7882113128779125,1.778050531654617,0.2280699518872723,999.6516987004429,Hohhot
42,118080722,Third-party logistics management,Transport and storage,1500.0,0.0,1500.3764834033648,2.1439746603953944,-1.1499629792799295,-1.7662044853527643,1.5119004660597628,-0.519426999949399,1500.7615856849072,Nanning
43,109252429,Other,"Agriculture, forestry and fishery",500.0,0.0,499.93508939200063,-1.0912286736028198,-1.1192027791284325,-0.0379011853255293,-2.6572391191110354,1.7162966447170922,499.0662012328718,Urumqi
44,1183612658,Group development,Activities of extraterritorial organizations and institutions,1000.0,0.0,1001.1479307908606,1.1957073120221124,0.3799947491863112,-2.3686521387778936,-1.7547071846269395,-0.6525097896015517,1000.5247841321865,Shenyang
45,1151486512,International logistics,Transport and storage,50.0,0.0,49.63833350104413,-0.4094584267503731,1.4788019990577632,0.150892876994051,0.2040957830455017,0.163977485492567,1.8048281903871093,Taiyuan
46,272730092,Investment management,Education,50000.0,0.0,703105.8088077124,496216.55691259744,368.9230720761509,-14672.037945701468,-14671.765220912694,47601.424047290704,206887.71546739415,Xining
47,560635202,Landscaping Project,Transport and storage,3.0,0.0,-1.6717339108704865,0.9445516526050476,0.6192354209494801,0.9646461707581608,-0.1407924004206598,-1.6349073621717325,0.0145028136723161,Changchun
48,332412177,Third-party logistics management,"Electricity, gas, steam and air-conditioning supply",50.0,0.0,-0.4647915376118061,0.1247311591375376,-1.3375018155306466,0.8117220614826323,-0.1349321791309211,-0.5152084977750929,-0.3454015779844709,Hangzhou
49,950964030,Energy Technology,"The family’s activity as an employer; the family’s self-use, undifferentiated production of goods and services",10000000.0,0.0,999999.0047866364,-0.6948083838202002,0.4036230696096555,-1.7523633808999062,-0.8251038400149754,1.027625253460634,999999.4871688107,Guiyang
50,122220175,New material,Professional and technological activities,100.0,0.0,99.35693738302608,-1.3026406964124633,-2.2261383139598188,-1.1799580299537828,0.7945787648379348,0.6189215300343516,99.50346241650163,Shijiazhuang
51,753544918,Patent agency,"Water supply; sewage treatment, waste management and remediation activities, construction industry",2000.0,0.0,1987.3772749236948,3.2116622406677355,-0.33293654184301,-0.7986408967845596,1.291260652541131,-0.8088246050302745,1986.4345072260583,Hohhot
52,137040147,Ecotechnology,Financial and insurance activities,100.0,0.0,100.93414603852482,1.3021440912843272,-0.588123666000311,-0.6500223528433905,-0.2311850296306584,-0.946364992109744,101.75122249277322,Guiyang
53,1036107901,Real estate development,Wholesale and retail trade; repair of motor vehicles and motorcycles,1000.0,0.0,999.5746562150523,-0.537506429828817,-0.1133471469038145,-0.3573572120637285,-0.3980919321480281,-0.7474073961316006,999.8313617646428,Shijiazhuang
54,370924930,International trade,Manufacturing,200.0,0.0,5.413042198664422,0.3994747678490524,2.7855477086729294,-2.1081251423047123,-1.1273739064085129,-0.2077159121282865,5.253991888957345,Hohhot
55,1126948899,Partnership development,Administrative and support service activities,50.0,0.0,49.70498262439532,2.3627434491739043,0.0222203325962333,0.1996193165992312,1.298244139020001,0.9499336533193341,-0.7190197826719088,Changchun
56,334445840,Biological Technology,Real estate activity,0.0,0.0,0.0,0.0,0.1725124290977819,0.0,-0.9933190574938284,-0.9661737646811801,0.0,Changchun
57,1087388731,Biological Technology,Real estate activity,100.0,0.0,100.13399399476971,0.6256390532820197,-0.3095971938272565,-1.8327137230284856,0.4320996960824992,0.3834227592009667,99.58242567695672,Guiyang
58,98881159,Ecotechnology,Human health and social work activities,100.0,0.0,0.0783280052001094,0.1356038807984845,0.7230957642684455,1.2204389582425308,-0.8490257341363094,-1.558852602950038,-0.3125672799995747,Lhasa
59,925143437,Energy raw materials,Real estate activity,500.0,0.0,2.1474026454736395,0.4690558378404443,0.3227243940584893,-0.7167102925334354,-0.1083170100147633,0.52960522656655,-1.4410159857615403,Chengdu
60,188029906,Graphic design,Education,5000.0,0.0,30862.58947713948,26147.277210692133,0.657926893313326,-555.9147012708175,-557.8167947922693,-1.5619785884105053,4715.074606725108,Xi'an
61,1187619116,Real Estate Company,"Agriculture, forestry and fishery",50.0,0.0,49.89458241571077,-0.3086138332278543,-1.830182135771088,-0.2846896644791328,-0.7709650688880773,-1.2345308693917756,49.35945852383523,Shijiazhuang
62,1155942293,Housing Agency,Professional and technological activities,0.0,0.0,0.0,0.0,36319.24819684833,0.0,14789.152898869272,7079.853389493324,0.0,Hong Kong
63,1165654536,Etiquette service,Education,30000.0,0.0,126350.64158571378,10401.238796322474,0.9071876983925622,0.07504783859218901,0.40512716995197995,-1.0235026962640832,115949.93812406543,Taipei
64,489081781,Real estate development,"The family’s activity as an employer; the family’s self-use, undifferentiated production of goods and services",0.0,0.0,0.0,0.0,939.710536285269,0.0,608.4950560590987,115.30124976435629,0.0,Shenyang
65,569311652,Corporate image design,Mining and quarrying,300.0,0.0,299.7600663778304,-1.2613847010403196,2.1164157411052185,0.3784838012208237,1.484568588758375,-2.0890788441510937,299.83646426962974,Nanjing
66,352833104,Corporate image design,Accommodation service activities,100.0,0.0,98.09515512706957,-0.070841686881592,-0.8255650599571327,-2.8699893717335483,-0.5639023813293631,0.4607211155720442,97.63876471854893,Canton
67,307832564,Real Estate Company,"Water supply; sewage treatment, waste management and remediation activities, construction industry",10.0,0.0,0.0963099831300152,0.6200533273361049,0.6284796169740537,0.7221614476401688,0.2335382826841959,0.5643246982765411,0.8664462516532201,Hefei
68,864229628,Information Technology,Transport and storage,500.0,0.0,320.0063458842401,69.17902001372693,-0.3899925853160212,-0.5644872299080231,-1.0688481007441102,1.246684966333884,249.98253725109737,Nanchang
69,198645614,Cultural dissemination,"Electricity, gas, steam and air-conditioning supply",66.0,0.0,66.30059332511071,0.8638696806290104,-0.1599034660047884,-0.1287621917464925,-0.8211169351012008,0.4848800566325636,66.12332274708132,Xining
70,899638937,Exhibition service,"Agriculture, forestry and fishery",5000.0,0.0,-0.7456439529986363,-0.8001156703833178,0.4833909088374751,-1.4133085834103398,0.6168366001796152,1.8681366243904696,0.6652746082962745,Haikou
71,109349946,Landscaping Project,Manufacturing,10.0,0.0,9.392031202418472,-1.1300142314877148,1.7178401397662,-1.0324754249480317,-0.5836312929505817,-1.2403572857520566,11.85259310391474,Nanchang
72,818326003,Labor dispatch,Education,10000.0,0.0,1.5561859964961622,-1.1292991014175862,0.8853248537642782,-0.0768815282904106,0.5251747995934135,-1.143196280416533,1.9686081818779284,Chengdu
73,379903178,Cultural dissemination,Information and communication,100.0,0.0,-0.9700294374112384,0.8525286984325484,0.1498689670413483,1.640956596043422,0.3202583124366561,-0.9103137774993401,0.3382341367955933,Xining
74,169464023,Landscaping Project,Manufacturing,5000.0,0.0,100.24328110141226,-1.4624348481532512,-0.4233399385009106,0.2388238441787666,1.0698702841858443,-1.3593639647410027,-100.68833732083436,Canton
75,100233421,Real Estate Company,Education,100.0,0.0,-0.1550754283786464,-0.362538318648246,-1.5608209816349785,-0.2017898606911871,-1.5221162280038256,1.182757472099967,-0.8114076116905481,Lanzhou
76,932526009,Plastic,"The family’s activity as an employer; the family’s self-use, undifferentiated production of goods and services",100.0,0.0,100.48889180290053,-1.479566099563551,0.6721067261797701,-0.4362005590230752,0.97603700610211,-0.0805096058563514,99.81385640598741,Beijing
77,545175795,Business Management,Wholesale and retail trade; repair of motor vehicles and motorcycles,20.0,0.0,30.559649428035463,1.4664697815026724,5.28120930837918,5.8954092406363765,2.5522473005939266,-0.7298520828866674,29.52760100244144,Haikou
78,841541151,Power Technology,Accommodation service activities,10.0,0.0,8.743832585082076,-0.3841809703082421,9.427873716903186,30.055183500150147,20.495724141941945,3.0482994676557884,10.056035347498653,Changchun
79,704862560,Investment management,Financial and insurance activities,30000.0,0.0,29959.969335726088,68.87993311664614,264.1180626611903,230.896886896758,172.51364787019943,68.24901118129428,29893.027457574986,Taipei
80,417928253,Investment holding,Information and communication,1000.0,0.0,1000.3063570903896,0.0,0.0,0.0,0.0,0.0,999.4454787980712,Changchun
81,715876606,Corporate image design,Manufacturing,2000.0,0.0,2184.4983097001223,-1.827469862950124,2.900256408355351,-14.011608811658624,-13.724701692011626,-1.9929327759547817,2182.960103151194,Taiyuan
82,619642009,Chemical Technology,Activities of extraterritorial organizations and institutions,0.0,0.0,0.0,0.0,0.0,0.0,7872.429634371952,712.5384950217999,0.0,Nanjing
83,210383067,Intellectual Property Agency,Activities of extraterritorial organizations and institutions,1000.0,0.0,10.547112099508354,-0.6165362056674943,-0.2239737332239312,-0.2357211922455382,-2.2305000559128483,-1.4502542021515057,10.771740927590413,Changsha
84,970738170,Plastic,Information and communication,5000.0,0.0,7.257376859777124,4.1464478713024615,10.251788236545748,-3.240981416603632,-2.9635822604085464,-1.2594923058180854,2.7777504253092866,Hohhot
85,1116658045,Graphic design,"The family’s activity as an employer; the family’s self-use, undifferentiated production of goods and services",1.0,0.0,-1.119437352224589,-0.8730919872898388,-0.7234610955297582,-1.7676726980322115,-0.4983427222642727,1.7321189190528068,0.2134054307917156,Hohhot
86,527302025,Chemical Technology,"Water supply; sewage treatment, waste management and remediation activities, construction industry",20.0,0.0,1.0695145111864521,1.668946106016692,0.7609861431056913,0.5013694045413639,-0.9957933180500134,-0.2116832765469573,-1.189928608785762,Urumqi
87,1185979689,Public trade,"Agriculture, forestry and fishery",0.0,0.0,0.0,0.0,806.698116481978,0.0,-560.1629032010057,8.049010590064333,0.0,Lanzhou
88,27666724,Ecotechnology,"Electricity, gas, steam and air-conditioning supply",500.0,0.0,730.3654394942541,731.1192932178633,-0.0078764627261493,-0.1548041614362209,0.0965657697311019,0.2151686352730517,729.8772004956354,Jinan
89,170154605,Etiquette service,Information and communication,200.0,0.0,201.0182353618743,0.9626762388071141,14.078618323002448,10.921928176853475,9.400539370502893,0.4345401835507379,201.25106267106747,Beijing
90,695526356,Earthwork,"Water supply; sewage treatment, waste management and remediation activities, construction industry",500.0,0.0,556.7001039493389,54.847589425531424,22.34217029473177,4.523917196333978,4.117868961659101,0.9217669442154918,505.6148477139486,Lhasa
91,295521760,Earthwork,Information and communication,1000.0,0.0,1000.4489100004376,1.9620925386763115,-0.6823502839136444,-1.5685506676985732,1.0312724472113537,1.4936687703627909,997.1557829461508,Hong Kong
92,327107238,Energy Technology,Real estate activity,10.0,0.0,12.013887818271275,0.1141980727727768,0.7814144825158009,1.7626062508431941,-0.7707010271397345,0.0999857196979038,14.290310205666199,Taiyuan
93,633807404,Environmental Technology,Financial and insurance activities,10.0,0.0,10.193700208415436,-2.0783684987484117,-1.7527049874695235,-0.9646835724159449,-0.635393359578401,-0.5848244967236091,1.3679365533785273,Hohhot
94,851397728,International logistics,Education,50.0,0.0,51.33869334766965,0.0,0.0,0.0,0.0,0.0,48.863948466585825,Harbin
95,60048059,Translation service,Human health and social work activities,50.0,0.0,60.510374666651344,11.254423058878169,3.3388456625771186,0.8084445008161614,-0.5248864392290365,-0.6473586269610669,51.182311503082964,Wuhan
96,1215821485,Trademark Agency,Education,5000.0,0.0,-0.8180440452291258,2.140959960254968,0.7319773865759412,0.401278220935826,1.400503070801795,-1.4523703242584292,-0.2781243474470112,Canton
97,1134127066,Industrial Investment,Activities of extraterritorial organizations and institutions,500.0,0.0,0.7321519690562377,0.1602320504398682,0.4074144416191348,0.5840300513068272,0.3954072607133059,-0.0150337870864849,1.7110774626934817,Hohhot
98,1190580640,Ecotechnology,"Agriculture, forestry and fishery",3.0,0.0,2.319199473985025,0.1783114880907807,-1.120096627867296,-0.7064598953282354,-0.6079269258002228,1.7143413919201789,2.2772143930179225,Harbin
99,653184071,Earthwork,Financial and insurance activities,50.0,0.0,49.110390197063396,-1.5171623008675776,0.5807661446200332,-0.21813796894658397,1.7041726225094935,0.5674678509918091,49.005561730829314,Urumqi
100,992237603,International logistics,Financial and insurance activities,1.0,0.0,-1.5119858376590771,-0.514017230453812,-0.201025840755182,-1.25642828429293,0.795798787697783,-0.2192426825760084,-0.2166409409047785,Lhasa
101,530342741,Energy Technology,Manufacturing,50.0,0.0,0.7555497944024617,1.2081870783356563,-0.8690086177732851,0.0222120508602895,0.63083586196214,-0.3351218363292528,-0.3694766584308711,Changchun
102,625732720,Earthwork,"Agriculture, forestry and fishery",0.0,0.0,0.0,0.0,0.0,0.0,-1740.3852231274204,0.4868184537029554,0.0,Kunming
103,15412559,Biological Technology,"Water supply; sewage treatment, waste management and remediation activities, construction industry",10100.0,0.0,10105.231546290872,-1.4158114142526617,-0.2248334495936041,6.057176828822065,5.831691502054608,-0.4079284204193244,10106.024390770724,Zhengzhou
104,146510672,Energy raw materials,Human health and social work activities,100.0,1.0,501.078146167203,14.800388836319636,1.1070955131681797,0.0240571842858084,0.1480148145010218,-1.0816142107178095,486.37352952576487,Yinchuan
105,332704751,Cultural dissemination,Other service activities,500.0,0.0,491.9475406856362,0.1820494470540888,0.9430032216892742,-5.509039416496265,-8.528001652289905,-0.164358263667485,493.51226272556016,Xining
106,897511444,Ecotechnology,Manufacturing,20.0,0.0,1.9158868384626693,-0.8348977320706382,1.1614495531671107,0.18198276537448196,0.5698604942188433,-0.08822318117532801,0.4875137403149587,Fuzhou
107,978827451,Third-party logistics management,Professional and technological activities,2000.0,0.0,2000.2403464626238,-0.2218918781864557,0.5400600755714945,1.0365470831811041,0.5206234531249924,-0.8989252563351656,2001.5512221945755,Shenyang
108,62390575,Real estate development,"Arts, entertainment and cultural activities",100.0,0.0,100.18556768728493,0.4444832761828233,9.551512057419917,10.675101340168439,10.141908815491368,1.1180197196644237,10.518208961270886,Yinchuan
109,59866292,Etiquette service,"Arts, entertainment and cultural activities",30.0,0.0,27.08785402644725,15.468049839217985,-0.7193273062018187,-7.32377343521755,-5.532311825550054,0.9970923626956734,12.050645216491144,Lhasa
110,654589853,Trademark Agency,Other service activities,5000.0,0.0,5000.0697019981735,0.0,0.0,0.0,0.0,0.0,4999.096705995219,Changchun
111,50642953,Real Estate Company,Accommodation service activities,10.0,0.0,9.011887415761064,-0.8114303127461067,2.2666691865046955,-2.063043047897969,1.8944072492692483,0.7207884685209621,10.786025426832753,Shijiazhuang
112,852094752,Municipal Engineering,Professional and technological activities,10.0,0.0,4.065235002103,-0.2772193622983244,0.8712440394573955,-0.7000195129922789,0.0736437927594592,-0.0891820721318377,-0.3173233250057852,Chengdu
113,886096723,Marketing,"Arts, entertainment and cultural activities",510.0,0.0,509.99715895049667,1.4125406397890845,0.2618524494676889,-0.562685756267011,0.327838914677154,-1.107135244061254,508.14769969746686,Yinchuan
114,575224830,Patent agency,Financial and insurance activities,500.0,0.0,-0.5754187664001592,1.582834136369583,1.7285387624329969,-0.275095569557352,1.3955269267152284,-1.4548538748081081,-1.9477023137698024,Zhengzhou
115,126993263,Environmental Technology,Human health and social work activities,100.0,0.0,50.78097313965803,0.09551193921894999,-0.8170553590160984,-1.8207058489580872,0.6950611891251395,0.1648968401168882,1.5135411669128178,Tianjin
116,668158638,Public trade,Human health and social work activities,3.0,0.0,-0.8583673084414755,-0.1398844776340781,1.9359718335754696,-0.0888097670250217,0.029014253616168002,0.7893876404406192,-1.9675746531969267,Canton
117,909463926,Corporate image design,Administrative and support service activities,25.0,0.0,2.1656357875728807,-0.27630518162981604,1.1492516133556607,0.0475106025217966,1.3042150745435348,-0.7074044197851911,3.938111358944056,Changsha
118,923590000,Economic and Trade Development,"Arts, entertainment and cultural activities",3.0,0.0,-1.2288191011732723,-1.913701201060718,-1.1653781289235399,-0.2217212301763532,1.216609560295302,-0.6824569293459665,-1.1301645963627711,Lhasa
119,925250378,Service management,"The family’s activity as an employer; the family’s self-use, undifferentiated production of goods and services",1000.0,0.0,1001.1588249850064,1.5800245695434418,21.267201967788274,19.948661538505853,18.926473770700408,0.2329967158695203,999.399052859093,Jinan
120,1189743165,Third-party logistics management,Administrative and support service activities,0.0,0.0,0.0,0.0,1.881525261885176,0.0,1.271998956848165,0.9223006968421672,0.0,Nanchang
121,953672999,Biological Technology,Public administration and national defense; compulsory social security,10.0,0.0,10.825975448206645,-0.6080602407374802,-1.7199062309551247,-0.3848805230643816,-0.0168230359960042,-1.0965339323444838,10.576698006035564,Jinan
122,1145175331,Earthwork,Administrative and support service activities,300.0,0.0,1787.8835128261205,1489.869157257645,1940.4095720423795,1.188254363960795,-2.1660133701530118,5.270035416352135,298.693308611248,Kunming
123,180016517,Partnership development,Administrative and support service activities,20.0,0.0,0.0,0.0,0.0,1.1643951240711727,0.0,0.0,1.3213648371044266,Shanghai
124,19850270,International trade,Administrative and support service activities,500.0,0.0,-0.4544302922045926,0.0719108672072173,-0.2946440775398597,-0.3546811042369982,-1.6610996326032128,1.0739417631596042,-0.6779792744020854,Changsha
125,182638287,Economic and Trade Development,Administrative and support service activities,50.0,0.0,49.751171211114766,0.1134025260066813,10.074344111182322,4.272932606235447,4.501995516016465,0.6267721584062012,31.43112984853712,Jinan
126,1109695431,Power Technology,Public administration and national defense; compulsory social security,10.0,0.0,-0.6884766953932763,-0.3332128316966537,0.1373701347077363,-1.5460520930405042,-0.1283066526137572,0.7231830698624861,0.2321634017460206,Canton
127,957814072,Group development,Education,10.0,0.0,8.35024104634426,-0.5104342504266147,0.7315954060457985,-0.9359681208871272,-1.365435873445644,0.5170585335213831,8.619281187985019,Beijing
128,626617037,Cultural dissemination,Administrative and support service activities,1000.0,0.0,-0.4028806001530234,-0.5886929214569072,0.4334135335881747,0.4292671819829224,-1.1875949245151072,1.1942576556885611,0.0494689361926717,Guiyang
129,1203317006,Group development,Activities of extraterritorial organizations and institutions,3000.0,0.0,4055.582754563048,4337.988417346246,0.6064473487658225,-280.43572059834395,-278.9629564774104,-0.6956006224617526,-281.10944167757407,Canton
130,277527220,Etiquette service,Real estate activity,30.0,0.0,30.583850120558253,1.0989445059764742,0.0479154189996615,0.0415640682002134,0.8432672274171582,-1.3496701433884808,29.522775493808687,Xining
131,421844157,Labor dispatch,Other service activities,2000.0,0.0,1.728296085387738,-0.2983414489070612,-0.990020577522234,-1.4452869455736077,-0.2035928755449406,0.8111653000066211,1.6578397692010247,Jinan
132,40238525,Biological Technology,Accommodation service activities,5.0,0.0,-0.3422578274409461,-0.4535877564123812,1.2657646235397964,0.7606777625057153,1.5261546891209097,-0.4750148846397851,0.0857332721180818,Hong Kong
133,958908459,Investment management,Education,50.0,0.0,49.98323288714285,0.1080455926245714,18.031669981050328,28.679491924081393,21.356275965469088,0.2947814576022467,40.29930825686768,Hangzhou
134,1070182067,Chemical Technology,Activities of extraterritorial organizations and institutions,10.0,0.0,9.709745665142883,1.4461515634923636,1.6703134172040603,-1.487190409632102,-0.2976869390356697,-1.411621161233297,-0.0947923726115714,Yinchuan
135,507043244,Translation service,Activities of extraterritorial organizations and institutions,10.0,0.0,8.924471737362632,-0.5114626421716179,-1.4081591079167022,-0.9351406783131924,-1.7403653430628765,-0.6843302450504055,8.911652390953844,Nanjing
136,1190155319,Energy Technology,Manufacturing,0.0,0.0,0.0,0.0,-0.0542033912732618,0.0,-1.8946614302651368,-0.1030984036517804,0.0,Changsha
